PULocationID,pickup_count,trip_distance_average,minutes_average,total_amount_average
1,548,5.592296015697674,17.036927383722446,73.44570200471688
2,82,12.222581196581196,32.034340404965405,46.85483024267399
3,2078,8.800859730585652,30.204978149466147,35.54192333775175
4,140472,2.775935800943921,13.519676896901712,17.604614890090566
5,133,15.162773088023087,41.548368606701935,54.50838504088504
6,147,7.619715608465608,19.211875,46.88264153439153
7,113231,2.8546421306644145,12.521504123650729,14.702812810052338
8,1086,5.124014013656571,17.695720568249442,47.40715539498661
9,1460,6.483247309003597,21.419782017710556,28.191584595457588
10,29984,13.73405732654483,42.10882086654048,62.00055034524729
11,1332,8.084480695670964,26.52435012182121,35.041237367694784
12,36261,4.322887675647558,20.399461007847282,23.20540404092608
13,725786,4.032312091354647,17.12027665964827,22.45858908186096
14,7109,8.024619520567123,27.27415644868631,33.79491323062681
15,1387,8.575914355909044,25.286360026678825,33.809321717332885
16,2257,7.737240792341789,23.14644898201468,31.227238898628997
17,15637,4.289826718182042,19.09114181619284,20.532407961378713
18,2946,7.880033359748066,27.34021024222805,32.694209746061
19,1590,8.856266402260024,24.208352580674894,34.13637309980021
20,1708,7.36374962996523,26.206079179019383,31.163511141944795
21,2915,7.843236962563782,29.33721695816006,32.82014208498119
22,3732,7.18102958972284,27.6018576316005,30.328120643868758
23,185,9.380763967445953,26.815513951051432,46.26311043961899
24,246643,2.4703446135817018,12.372243644563783,15.377510927766066
25,69400,3.7746331615303834,16.16009256944618,18.831437695323835
26,6187,5.957880929400069,27.62517209450799,27.09785916728751
27,89,8.644686507936507,23.840407848324514,34.45347354497354
28,11744,10.591029563441017,29.239032163301022,52.959255144605805
29,1833,8.07989936535342,27.77387430815108,33.18526651343114
30,48,10.732609126984128,31.32541335978836,42.68761904761905
31,498,7.718356460241794,26.422261692818207,32.71816621360893
32,2897,8.533755144609819,31.120773406703194,34.66214630058184
33,82341,4.133313632781361,17.40793312529834,20.678157426864956
34,1908,3.4544006597568018,15.760457807919764,18.266793278865748
35,9776,7.576869185547782,30.851161372903807,31.75875903585275
36,7324,4.76676403747038,20.543824087481422,22.784695917814137
37,14142,4.712440054901873,21.465537526672307,22.59728564923336
38,2169,11.767335629272916,32.13916339988882,43.3605321359012
39,9842,8.089758546108895,30.884342046336972,33.65247895939813
40,36023,3.4342549012115278,14.66992847665385,18.31470543358917
41,315241,2.3824264775324804,11.7148304742252,13.943658443935957
42,138882,2.7933564470788634,12.854104304273449,14.780382645054857
43,1300041,2.1813904628055876,13.44557167511127,16.334778713053034
44,311,10.605766090699424,21.968997000498437,35.098702120123384
45,161906,3.3457437460610495,17.730006871206875,20.376350139399566
46,301,12.484793139121264,33.7953300882728,43.72230519358644
47,3448,6.635720136816286,25.852747386527522,28.460423008598084
48,2642668,2.4434637498231817,13.110379468692015,16.96546708455664
49,20142,3.9845360466806077,17.631331927825105,19.86515888271516
50,732451,2.4992903077725077,13.17441389529323,17.051432679273663
51,6747,10.613379436279208,32.812468858137215,40.61231531414104
52,41938,3.601038980985132,15.648638682332122,18.878997554143307
53,1560,10.395748896850398,29.5617243177286,37.529257868914605
54,2535,4.323827305932804,16.333947380141147,21.409845964888024
55,2923,10.889180807780955,33.05000892052991,40.075348491138136
56,7919,7.891281602466911,25.007578544208716,48.906632047750215
57,228,6.991642628952867,19.289537169641466,29.690573914626967
58,252,7.73287265767858,25.955021004834126,35.799792865306706
59,183,8.633643364200717,28.934895754186197,35.00718556591351
60,1936,7.235239980320109,26.23162035625717,30.75980017873746
61,22993,5.484346147937878,23.95534328877027,25.0839184047246
62,7243,5.386688789446173,25.00358133811397,24.826059322429003
63,2729,8.093302751750016,30.837976788948453,34.96550359100262
64,1018,9.452557576284624,25.180491715643797,38.30466954325321
65,97519,4.20309208040594,16.551526262432596,20.753790541308952
66,41503,4.162938477901971,17.227171726268423,21.16968552366516
67,1817,7.3141426178913305,26.47666230315021,30.90663674291356
68,2012895,2.364640237992516,14.154023445629493,17.3419801913568
69,8812,5.843184007492812,24.052355111110092,25.95888533913953
70,18380,6.819897346032772,20.485684259002834,28.459962520864035
71,6943,7.511766297133147,32.18743735294289,32.26317971576574
72,7589,7.170900057030138,32.00366523515566,30.638935789770837
73,556,6.852889385528843,23.696844670927575,28.69684150639028
74,320460,2.556968891597894,11.629601834946214,14.312105282541372
75,609580,2.4798541692757046,11.797962996536947,14.956106564477023
76,16203,7.774928459802183,30.224111117202185,32.643639534858515
77,3659,7.7362943105157305,29.837530219502245,32.28611438589936
78,3821,7.35967343257068,26.85126882096654,31.440028961148997
79,2116351,2.413672464331052,12.613528497458672,16.633647899305135
80,27011,4.089245968831306,16.429893891924916,21.144690547981188
81,2903,9.718622020406373,29.456127420892724,37.19471731556205
82,26002,4.481927822094977,17.114576193046723,28.48902584643602
