DOLocationID,dropoff_count,trip_distance_average,minutes_average,total_amount_average
210,12,14.654620745936493,36.33097673347168,49.53695205145104
211,12,2.451647759334189,14.938700256853828,17.526705797710353
212,12,9.554640666469231,26.85000808569754,35.21084743944956
213,12,9.932330737569133,29.340059155824864,37.589497764678015
214,12,17.862379669313857,40.6515626369565,74.45269786563455
215,12,7.275685311528385,21.859927501660326,27.441731672971965
216,12,7.996268772525692,23.829816118446647,31.179526994972587
217,12,6.232105101990773,26.535319184783834,27.406536159960357
218,12,6.7131282333341495,19.9825005585129,25.424587758889952
219,12,6.607794981463592,17.74507930547855,24.734744231718874
220,12,11.349185194637677,28.97836497647502,44.49371069513999
221,12,18.03641638252034,40.984699649309924,72.04300370723847
222,12,9.850081690615525,29.961345398674577,35.8458307245
223,12,5.7827735028750995,20.938852302139427,26.1265184854027
224,12,2.5103785752839145,12.727665837066104,17.204328318294674
225,12,7.191291109427769,30.49120810010956,31.99314796987061
226,12,5.268155267601315,19.490468657667243,24.32214585602338
227,12,10.921791670191626,31.794295896596783,41.68585324253105
228,12,9.644269034877079,28.57454463976534,38.71052962249863
229,12,2.1098020051273108,12.287958523441185,16.052124554383873
230,12,2.7169917140660984,16.250143829015794,19.13726243387349
231,12,3.0402898811773973,15.738251304644626,19.14676975640874
232,12,3.230548949778989,14.997275391280489,19.163492699381496
233,12,2.3646358718087264,12.822108492133994,17.067339532508075
234,12,1.860840884428576,12.158121285007482,15.445386162728758
235,12,8.9346357455128,27.830340803555085,33.774320734137305
236,12,1.8901778606986095,10.793228549744493,14.750515498924218
237,12,1.6595008732100098,11.022760563785608,14.369520438700121
238,12,2.375071649949428,11.632915236555101,16.11024632365186
239,12,2.2164516014487172,11.524754108096616,15.865595312872047
240,12,12.147451260916975,28.97013588937955,43.16748290327919
241,12,11.806963744654986,31.43494872423769,42.778166358029836
242,12,10.476775233598739,29.978843164724495,40.06173851136889
243,12,8.432051307765304,24.136414628197524,34.02791101556093
244,12,6.628552822406141,20.703684208141237,28.274090065044636
245,12,19.123353477557064,44.36084527707189,79.70268851220678
246,12,2.0688816478131327,13.14369542217028,16.1792202612658
247,12,6.710315823770704,23.561888230135484,28.16221181410305
248,12,10.154946925450366,28.07502540125004,37.173280986513056
249,12,2.0018571941165777,11.893388466376264,15.54575817680018
250,12,10.57381462146123,28.57274727914633,39.03759569333463
251,12,18.330457057913513,40.286900576686,77.55959573259821
252,12,11.149300081839968,27.149030324626306,38.8745277776425
253,12,7.296765028213804,19.368429228469267,26.943604401504917
254,12,13.304791279865329,35.36366708780865,46.732265639016184
255,12,6.320869101739262,24.959505263910916,29.901906804779326
256,12,5.26444198627544,21.663778708164145,26.195079652134364
257,12,9.573128319327447,29.552431599076183,40.59106553035726
258,12,9.008765402474479,29.830833849265616,34.47082610647536
259,12,14.450978204540078,34.65828340988437,50.119420943799206
260,12,5.2756427783175965,19.259176731344574,23.420517403193212
261,12,4.632287600476027,19.662099267873458,24.201691591212747
262,12,2.5295253514801685,12.285102818133204,16.982749231682565
263,12,2.3500927059537875,11.106102507221818,15.991534282805768
264,12,2.941797930980671,14.911447614995552,17.738857627147592
265,12,12.663070038058924,32.42869835364718,71.01029775364707
